year	duration_min	rating	name_rus	director	name_eng	vote_count	main_actors
2014	101	5.569	Загнанные лошади	Видху Винод Чопра	Broken Horses	508	['Антон Ельчин', 'Крис Маркетт']
2014	92	5.567	Шальная карта	Саймон Уэст	Wild Card	13226	['Джейсон Стэйтем', 'Майкл Ангарано']
2013	85	5.566	Восторг Палуза	Пол Миддледитч	Rapture-Palooza	1483	['Крэйг Робинсон', 'Анна Кендрик']
2012	90	5.565	Воскрешение	Matt Orlando	A Resurrection	1603	['Миша Бартон', 'Девон Сава']
2017	95	5.562	Бессонная ночь	Баран бо Одар	Sleepless	1219	['Мишель Монахэн', 'Гэбриэл Юнион']
2016	92	5.56	Доверие	Алекс Брюэр	The Trust	2899	['Николас Кейдж', 'Элайджа Вуд']
2015	105	5.559	Луговая страна	Рид Морано	Meadowland	708	['Оливия Уайлд', 'Люк Уилсон']
2014	100	5.552	Кто там	Элай Рот	Knock Knock	24575	['Киану Ривз', 'Лоренца Иззо']
2014	102	5.549	Бивень	Кевин Смит	Tusk	26101	['Майкл Паркс', 'Джастин Лонг']
2014	98	5.546	Север ада	Энтони Бёрнс	Home Sweet Hell	4224	['Патрик Уилсон', 'Кэтрин Хайгл']
2016	76	5.546	Глаза моей матери	Николас Песке	The Eyes of My Mother	675	['Кика Магалхэс', 'Paul Nazak']
2015	82	5.543	Убрать из друзей	Леван Габриадзе	Unfriended	28001	['Шелли Хенниг', 'Моусес Сторм']
2013	117	5.538	Советник	Ридли Скотт	The Counselor	39571	['Майкл Фассбендер', 'Пенелопа Крус']
2012	99	5.535	Тайник	Эдуардо Родригез	Stash House	1138	['Дольф Лундгрен', 'Шон Фэрис']
2016	94	5.531	Питомец	Карлес Торренс	Pet	1967	['Доминик Монахэн', 'Ксения Соло']
2014	131	5.525	Номер 44	Даниэль Эспиноса	Child 44	18805	['Том Харди', 'Гари Олдман']
2014	83	5.524	Видения	Кевин Гротерт	Visions	6882	['Айла Фишер', 'Энсон Маунт']
2014	94	5.522	Домашнее видео	Джейк Кэздан	Sex Tape	36474	['Кэмерон Диаз', 'Джейсон Сигел']
2013	95	5.519	Власть убеждений	Леон Маруччи	The Power of Few	1235	['Кристофер Уокен', 'К’Орианка Килчер']
2012	100	5.518	Хватай и беги	Дэвид Палмер	Hit and Run	5413	['Кристен Белл', 'Дэкс Шепард']
2015	86	5.517	Видели ночь	Гэвин Вьесен	All Nighter	2394	['Анали Типтон', 'Эмиль Хирш']
2012	85	5.515	Залив	Барри Левинсон	The Bay	3949	['Уилл Роджерс', 'Кристен Коннолли']
2015	87	5.506	Аддеролловые дневники	Памела Романовски	The Adderall Diaries	875	['Джеймс Франко', 'Эмбер Хёрд']
2012	96	5.498	Детородные	Джей Чандрашекхар	The Babymakers	856	['Пол Шнайдер', 'Оливия Манн']
2016	127	5.497	Крейсер	Марио Ван Пиблз	USS Indianapolis: Men of Courage	3975	['Николас Кейдж', 'Том Сайзмор']
2013	101	5.496	Укради мою жену	Дэниэл Шехтер	Life of Crime	8376	['Дженнифер Энистон', 'Ясин Бей']
2017	88	5.494	Дом	Эндрю Дж. Коэн	The House	535	['Уилл Феррелл', 'Эми Полер']
2013	94	5.483	Драконы Нью-Йорка	Эндрю Лау	Revenge of the Green Dragons	865	['Джастин Чон', 'Кевин Ву']
2014	90	5.469	Легкие деньги	Генрик Рубен Генц	Good People	3522	['Джеймс Франко', 'Кейт Хадсон']
2017	101	5.465	Очень плохие девчонки	Люсия Аньелло	Rough Night	10471	['Скарлетт Йоханссон', 'Джиллиан Белл']
2016	98	5.462	Механик: Воскрешение	Деннис Ганзель	Mechanic: Resurrection	20796	['Джейсон Стэйтем', 'Джессика Альба']
2013	94	5.455	Магия, магия	Себастьян Сильва	Magic Magic	1549	['Майкл Сера', 'Джуно Темпл']
2015	96	5.45	По ту сторону двери	Йоханнес Робертс	The Other Side of the Door	7164	['Сара Уэйн Кэллис', 'Джереми Систо']
2016	91	5.448	Бегущая от реальности	Джошуа Марстон	Complete Unknown	1929	['Рэйчел Вайс', 'Майкл Шеннон']
2013	96	5.445	Сотрясение	Стэйси Пассон	Concussion	520	['Робин Вайгерт', 'Джули Фэйн Лоуренс']
2016	99	5.441	Большой Босс	Бен Фэлкоун	The Boss	5920	['Мелисса МакКарти', 'Кристен Белл']
2012	91	5.438	Коробка теней	Мауро Боррелли	The Ghostmaker	874	['Аарон Дин', 'Лиз Феннинг']
2014	89	5.437	Голые перцы	Скот Армстронг	Search Party	4087	['ТиДжей Миллер', 'Адам Палли']
2016	107	5.435	Обитель зла: Последняя глава	Пол У. С. Андерсон	Resident Evil: The Final Chapter	28822	['Милла Йовович', 'Иэн Глен']
2012	91	5.427	Узник	Уильям Кауфман	One in the Chamber	968	['Кьюба Гудинг мл.', 'Дольф Лундгрен']
2013	119	5.422	Мир, созданный без изъяна	Дэвид Буррис	The World Made Straight	518	['Ноа Уайли', 'Джереми Ирвин']
2012	93	5.415	Нокаут	Стивен Содерберг	Haywire	14991	['Джина Карано', 'Юэн МакГрегор']
2015	133	5.413	Кибер	Майкл Манн	Blackhat	14908	['Крис Хемсворт', 'Ван Лихом']
2014	95	5.41	Фальсификатор	Филип Мартин	The Forger	862	['Джон Траволта', 'Кристофер Пламмер']
2014	90	5.405	Поклонник	Роб Коэн	The Boy Next Door	13790	['Дженнифер Лопез', 'Райан Гузман']
2015	92	5.396	Хватай и беги	Робби Пикеринг	Freaks of Nature	2228	['Николас Браун', 'Маккензи Дэвис']
2014	102	5.388	Счастливый брак	Питер Эскин	A Good Marriage	2473	['Джоан Аллен', 'Энтони ЛаПалья']
2017	91	5.382	Битва преподов	Ричи Кин	Fist Fight	2991	['Чарли Дэй', 'Айс Кьюб']
2016	91	5.371	Охранник	Ален Дерошер	Security	2388	['Антонио Бандерас', 'Бен Кингсли']
2015	101	5.37	Синхронность	Джейкоб Гентри	Synchronicity	745	['Чад МакНайт', 'Брианна Дэвис']
2013	94	5.369	Хочу. Не могу	Дэн Бирс	Premature	2213	['Джон Карна', 'Кэти Финдлей']
2016	89	5.366	Удалённая местность	Роберт Коннолли	Edge of Winter	733	['Юэль Киннаман', 'Том Холланд']
2014	83	5.358	Они пришли вместе	Дэвид Уэйн	They Came Together	625	['Пол Радд', 'Эми Полер']
2013	87	5.329	Любовь, секс и Лос-Анджелес	Хёршел Фэйбер	Cavemen	1681	['Скайлар Эстин', 'Камилла Белль']
2014	96	5.328	Возврат	Алан Уайт	Reclaim	553	['Райан Филипп', 'Рашель Лефевр']
2013	81	5.313	Смерть в сети	Захари Донохью	The Den	8294	['Мелани Папалиа', 'Дэвид Шлачтенхауфен']
2012	96	5.302	Фрилансеры	Джесси Терреро	Freelancers	1987	['Фифти Сент', 'Форест Уитакер']
2012	95	5.296	Обитель зла: Возмездие	Пол У. С. Андерсон	Resident Evil: Retribution	51003	['Милла Йовович', 'Сиенна Гиллори']
2013	101	5.293	Я плюю на ваши могилы 2	Стивен Р. Монро	I Spit on Your Grave 2	16490	['Джемма Даллендер', 'Джо Эбсолом']
2013	100	5.279	Зеленый ад	Элай Рот	The Green Inferno	4197	['Лоренца Иззо', 'Ариэль Леви']
2015	90	5.278	Незваные гости	Адам Шиндлер	Shut In	5332	['Рори Калкин', 'Летисия Хименез']
2012	100	5.272	Мертвец из Тумстоуна (видео)	Роэль Рейн	Dead in Tombstone	1955	['Дэнни Трехо', 'Энтони Майкл Холл']
2012	76	5.271	Мак и Девин идут в школу	Дилан С. Браун	Mac & Devin Go to High School	870	['Снуп Догг', 'Уиз Халифа']
2016	83	5.268	Охота на работу	Дилан Кидд	Get a Job	2995	['Майлз Теллер', 'Анна Кендрик']
2012	89	5.249	Афтершок	Николас Лопес	Aftershock	2259	['Элай Рот', 'Андреа Ошварт']
2013	85	5.245	Близкие враги	Питер Хайамс	Enemies Closer	1056	['Том Эверетт Скотт', 'Жан-Клод Ван Дамм']
2017	91	5.237	Рубильник	Тим Смит	Kill Switch	552	['Дэн Стивенс', 'Беренис Марло']
2013	92	5.234	Наемный убийца	Генри Сэйн	Bounty Killer	1545	['Мэттью Мэрсден', 'Кристанна Локен']
2014	100	5.228	Клоун	Джон Уоттс	Clown	1684	['Энди Пауэрс', 'Лаура Аллен']
2014	97	5.219	Тэмми	Бен Фэлкоун	Tammy	5432	['Мелисса МакКарти', 'Сьюзен Сарандон']
2015	91	5.218	Между делом	Кен Скотт	Unfinished Business	8589	['Винс Вон', 'Том Уилкинсон']
2015	95	5.217	Ловушка	Энди Годдард	A Kind of Murder	2231	['Патрик Уилсон', 'Хейли Беннетт']
2012	94	5.217	Безмолвная ночь	Стивен С. Миллер	Silent Night	780	['Джейми Кинг', 'Малкольм МакДауэлл']
2014	92	5.213	Из темноты	Йуис Килес	Out of the Dark	2457	['Джулия Стайлз', 'Скотт Спидман']
2012	93	5.212	Оборотень: Зверь среди нас (видео)	Луи Морно	Werewolf: The Beast Among Us	1266	['Эд Куинн', 'Гай Уилсон']
2014	86	5.209	Писака	Джон Суитц	The Scribbler	969	['Кэти Кэссиди', 'Гаррет Диллахант']
2013	95	5.209	12 раундов: Перезагрузка (видео)	Роэль Рейн	12 Rounds 2: Reloaded	868	['Рэнди Ортон', 'Том Стивенс']
2013	96	5.205	З/Л/О 2	Саймон Баррет	V/H/S/2	5968	['Лоуренс Майкл Ливайн', 'Келси Эбботт']
2017	97	5.199	Первое убийство	Стивен С. Миллер	First Kill	654	['Брюс Уиллис', 'Хейден Кристенсен']
2015	106	5.198	Хуже, чем ложь	Синтаро Симосава	Misconduct	3870	['Джош Дюамель', 'Энтони Хопкинс']
2013	108	5.198	Мотель	Дэвид Гровик	The Bag Man	2434	['Джон Кьюсак', 'Ребекка Да Коста']
2012	95	5.194	Сайлент Хилл 2	Майкл Дж. Бассетт	Silent Hill: Revelation	41430	['Эделейд Клеменс', 'Кит Харингтон']
2017	90	5.182	Время псов	Джонатан Мостоу	The Hunter's Prayer	2201	['Сэм Уортингтон', 'Одейя Раш']
2017	90	5.178	Техасская резня бензопилой: Кожаное лицо	Александр Бустильо	Leatherface	2385	['Стивен Дорфф', 'Лили Тейлор']
